""	"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"	"V67"	"V68"	"V69"	"V70"	"V71"	"V72"	"V73"	"V74"	"V75"	"V76"	"V77"	"V78"	"V79"	"V80"	"V81"	"V82"	"V83"	"V84"	"V85"	"V86"	"V87"	"V88"	"V89"	"V90"	"V91"	"V92"	"V93"	"V94"	"V95"	"V96"	"V97"	"V98"	"V99"	"V100"	"V101"	"V102"	"V103"	"V104"	"V105"	"V106"	"V107"	"V108"	"V109"	"V110"	"V111"	"V112"	"V113"	"V114"	"V115"	"V116"	"V117"	"V118"	"V119"	"V120"	"V121"	"V122"	"V123"	"V124"	"V125"	"V126"	"V127"	"V128"	"V129"	"V130"	"V131"	"V132"	"V133"	"V134"	"V135"	"V136"	"V137"	"V138"	"V139"	"V140"	"V141"	"V142"	"V143"	"V144"	"V145"	"V146"	"V147"	"V148"	"V149"	"V150"	"V151"	"V152"	"V153"	"V154"	"V155"	"V156"	"V157"	"V158"	"V159"	"V160"	"V161"	"V162"	"V163"	"V164"	"V165"	"V166"	"V167"	"V168"	"V169"	"V170"	"V171"	"V172"	"V173"	"V174"	"V175"	"V176"	"V177"	"V178"	"V179"	"V180"	"V181"	"V182"	"V183"	"V184"	"V185"	"V186"	"V187"	"V188"	"V189"	"V190"	"V191"	"V192"	"V193"	"V194"	"V195"	"V196"	"V197"	"V198"	"V199"	"V200"	"V201"	"V202"	"V203"	"V204"
"23"	4933.2	4932.1	4810.16	4590.16	4535.16	4479.22	4152.52	4151.42	4151.42	4150.24	4150.24	4150.24	4150.24	4140.84	4140.84	4139.74	4045.74	4036.34	4035.24	3941.24	3825.36	3825.36	3825.36	3659.1	3627.7	3495.24	3495.24	3408.84	3302.14	3302.14	3302.14	3302.14	3247.14	3191.2	3189.94	3188.76	3176.82	3176.82	3110.02	3097.32	3041.3	2821.3	2821.3	2718.04	2716.86	2716.86	2660.76	2640.94	2640	2640	2638.74	2637.56	2637.56	2432.38	2431.28	2420.14	2419.12	2419.12	2419.12	2251.7	2251.7	2251.7	2239.9	1900.6	1899.58	1898.4	1897.46	1897.46	4988.2	4933.2	4877.1	4877.1	4866.1	4700.16	4700.16	4480.16	4369.22	4369.22	4369.22	4314.22	4220.22	4152.52	4151.42	4140.84	4140.84	4140.84	4036.34	4036.34	3928.54	3826.54	3825.36	3660.36	3647.3	3637.9	3627.7	3615.9	3496.5	3495.24	3485.04	3485.04	3419.84	3408.84	3408.84	3408.84	3396.14	3302.14	3302.14	3302.14	3247.14	3177.76	3165.02	3097.32	3097.32	3042.32	2716.86	2651.36	2641.96	2640	2637.56	2421.08	2409.72	2251.7	2251.7	2239.9	2230.5	2219.5	2105.7	1900.6	1898.4	1783.66	1561.72	1307.72	1213.72	1213.72	1158.72	1028.92	4988.2	4933.2	4877.1	4811.1	4700.16	4590.16	4535.16	4480.16	4424.22	4369.22	4369.22	4314.22	4220.22	4165.22	4152.52	4045.74	4036.34	4035.24	3941.24	3826.54	3715.36	3715.36	3660.36	3505.9	3430.04	3430.04	3430.04	3419.84	3408.84	3408.84	3302.14	3247.14	3192.14	3192.14	3188.76	3110.02	3110.02	3097.32	3042.32	2923.3	2821.3	2719.3	2716.86	2661.86	2543.56	2433.56	2433.56	2432.38	2420.14	2419.12	2307.72	2252.72	2117.5	1995.7	1901.7	1898.4	1898.4	1795.46	1689.66	1688.72	1561.72	1434.72	1434.72	1307.72	1213.72	1213.72	1158.72	1040.72
"24"	5000	4823.45	4823.45	4822.51	4805.63	4741.23	4481.23	4480.68	4480.13	4424.58	4154.03	4152.93	3997.88	3795.83	3795.28	3794.18	3794.18	3794.18	3738.63	3737.69	3493.71	3487.66	3426.61	3267.41	3266.31	3211.31	3210.21	3210.21	3209.66	3208.64	3208.09	3202.59	3146.41	3036.41	3036.41	3036.41	2933.86	2923.11	2922.17	2895.72	2626.52	2553.92	2553.92	2544.52	2533.52	2532.42	2531.4	2530.85	2367.8	2306.75	2246.25	2190.7	2189.76	2124.34	2123.4	2019.2	1963.65	1952.1	1841	1834.95	1824.2	1768.18	1713.18	1590.74	1590.74	1590.19	1589.64	1497.19	5000	5000	4824	4823.45	4817.01	4806.81	4741.23	4741.23	4728.53	4718.33	4705.63	4696.23	4690.73	4591.23	4154.58	4154.58	4003.93	3998.43	3890.38	3890.38	3671.69	3671.69	3659.89	3488.21	3427.16	3427.16	3267.41	3202.59	3036.41	2934.41	2933.86	2923.66	2912.77	2907.27	2896.27	2775.52	2626.52	2621.02	2560.52	2555.02	2553.92	2544.52	2539.02	2539.02	2533.52	2475.85	2475.85	2470.35	2368.35	2362.3	2301.25	2191.25	2125.36	2123.4	2113.2	1963.65	1952.65	1952.65	1835.5	1824.75	1713.18	1702.18	1702.18	1691.18	1591.68	1578.64	1578.64	1567.64	4945	4890	4890	4835	4750.63	4696.23	4596.73	4536.23	4536.23	4481.23	4425.13	4369.58	4314.58	4314.58	4314.58	4259.58	4165.58	4058.93	4003.93	4003.93	3895.88	3796.38	3794.18	3739.18	3682.69	3604.89	3549.89	3494.89	3432.66	3332.61	3332.61	3277.61	3211.31	3147.59	3146.41	3091.41	3036.41	2934.41	2933.86	2840.72	2785.72	2785.72	2720.52	2720.52	2626.52	2566.02	2560.52	2553.92	2539.02	2531.4	2475.85	2368.35	2368.35	2307.3	2246.25	2191.25	2134.76	2019.2	1964.2	1963.65	1897.1	1842.1	1769.2	1713.18	1597.18	1590.74	1589.64	1589.64
"25"	4666.78	4508.76	4397.74	4397.74	4332.4	4211.18	4084.18	4084.18	4077.74	4065.94	3933.56	3783.38	3782.36	3717.16	3589.86	3533.84	3532.58	3532.03	3465.65	3465.65	3459.6	3453.55	3398.55	3008.35	3007.8	3006.86	2989.42	2988.24	2878.24	2878.24	2877.69	2856.49	2855.55	2782.07	2525.52	2460.32	2168.22	2157.22	2030.22	2030.22	2029.67	2028.65	2027.39	2026.29	1763.09	1526.54	1525.6	1514.85	1513.83	1513.28	1403.28	1284.18	1282.92	1216.62	1196.22	1195.04	1046.04	698.64	697.7	595.15	483.97	483.97	389.03	378.03	323.03	323.03	297.43	84.25	4994.5	4989	4934	4928.5	4818.5	4807.5	4794.8	4667.8	4398.76	4388.34	4212.2	4078.68	4065.94	4056.54	3934.74	3934.74	3772.16	3711.66	3644.86	3534.86	3466.83	3465.65	3460.15	3454.1	3454.1	3398.55	3343.55	3343.55	3221.75	3221.75	3072.75	3063.35	2995.86	2990.36	2878.24	2868.29	2856.49	2795.05	2783.25	2644.07	2515.32	2183.92	2173.72	2168.22	2157.22	2030.22	2030.22	1919.59	1914.09	1902.29	1889.59	1884.09	1873.09	1515.4	1284.18	1217.72	1217.72	1216.62	1205.62	1196.22	1195.04	934.64	389.03	389.03	378.03	378.03	378.03	310.33	4934	4818.5	4667.8	4667.8	4611.78	4509.78	4508.76	4453.76	4398.76	4333.34	4222.4	4084.18	4001.54	3946.54	3878.56	3784.56	3784.56	3717.16	3717.16	3656.66	3589.86	3534.86	3477.03	3398.55	3343.55	3288.55	3288.55	3233.55	3166.75	3072.75	3008.35	3007.8	2989.42	2878.24	2800.55	2795.05	2783.25	2783.25	2655.07	2526.07	2525.52	2460.32	2350.32	2248.32	2193.32	2183.92	2157.22	2030.22	1932.29	1763.09	1645.09	1527.09	1515.4	1403.28	1403.28	1285.28	1227.92	1101.04	1046.04	944.04	816.64	698.64	595.7	485.15	389.97	323.03	310.33	179.43
"26"	4993.95	4993.01	4821.57	4820.47	4423.17	4422.07	4181.12	4175.62	4120.07	4120.07	3820.97	3819.87	3818.85	3818.3	3818.3	3715.75	3715.75	3598.85	3598.3	3472.05	3471.11	3470.56	3470.01	3463.96	3463.96	3463.41	3462.39	3346.89	3346.89	3345.79	3345.79	3345.79	3345.24	3232.49	3231.55	3231	3230.06	3229.51	3079.49	3017.89	2914.87	2913.93	2913.93	2913.38	2858.38	2857.44	2693.92	2693.37	2677.12	2550.07	2306.92	2086.67	2085.57	1819.12	1618.02	1617.47	1542.07	1541.05	1374.53	1162.53	1067.51	1007.01	1001.51	1000.96	890.41	733.41	672.91	672.91	4994.5	4987.51	4822.51	4809.47	4799.27	4799.27	4705.27	4694.27	4688.77	4683.27	4422.07	4416.57	4407.17	4346.67	4175.62	4120.07	4120.07	3820.97	3710.25	3700.85	3598.85	3598.3	3482.8	3472.6	3470.01	3470.01	3464.51	3463.41	3456.89	3243.24	3243.24	3233.04	3231	3018.99	2858.38	2802.44	2796.94	2683.17	2677.67	2616.62	2611.12	2605.62	2550.62	2550.07	2442.57	2323.17	2317.67	2307.47	2301.42	2291.22	2087.22	1884.07	1829.07	1819.67	1809.72	1644.72	1634.52	1629.02	1618.02	1606.47	1597.07	1541.05	1475.05	1469.55	1375.55	1162.53	1162.53	1062.01	4993.01	4932.51	4822.51	4705.27	4683.27	4573.27	4479.27	4479.27	4424.27	4352.17	4291.67	4236.67	4181.67	4181.12	4120.62	4120.62	4120.07	4065.07	3971.07	3916.07	3916.07	3822.07	3716.3	3598.85	3488.3	3472.05	3470.56	3470.01	3401.89	3346.89	3345.79	3243.24	3231.55	3135.51	3080.51	3024.49	2915.89	2858.38	2802.44	2694.94	2622.12	2550.62	2448.07	2442.57	2442.57	2442.57	2332.57	2291.22	2181.22	2087.22	1991.57	1889.57	1829.07	1754.72	1644.72	1542.07	1486.05	1375.55	1264.53	1162.53	1068.53	1007.01	1007.01	1007.01	890.96	788.41	733.41	678.41
"27"	4934.25	4933.7	4773.15	4767.65	4767.1	4661.3	4661.3	4584.3	4578.25	4577.7	4577.7	4576.52	4288.26	4287	4192.06	4186.01	4186.01	4186.01	4131.01	4130.46	4129.91	4115.01	3846.75	3729.99	3729.05	3728.5	3617.4	3617.4	3616.38	3497.12	3497.12	3264.34	3263.79	3263.79	3208.79	3208.24	3197.49	3186.49	3170.24	3157.98	3157.43	3156.25	3156.25	3007.25	3000.81	2990.61	2832.43	2831.33	2763.63	2762.69	2761.75	2760.49	2632.47	2563.75	2435.49	2435.49	2305.69	2250.69	1999.69	1944.69	1944.69	1878.39	1878.39	1877.45	1877.45	1809.75	1808.57	1808.57	4989.8	4934.8	4934.8	4867.7	4767.65	4755.3	4595.3	4595.3	4589.8	4584.3	4578.8	4438.52	4186.56	4124.41	4124.41	4115.01	3731.25	3729.05	3395.12	3329.92	3274.92	3265.52	3208.79	3198.04	3186.49	3186.49	3180.99	3170.79	3170.79	3170.24	3164.74	3159.24	3007.25	3001.75	2990.61	2818.63	2760.49	2749.49	2737.69	2643.69	2633.49	2619.77	2619.77	2564.77	2305.69	2250.69	2195.69	1879.49	1878.39	1877.45	1809.75	1808.57	1808.57	1706.57	1584.77	1584.77	1574.57	1563.57	1563.57	1495.87	1161.13	1158.85	1092.85	1092.85	1081.85	1081.85	1070.05	1060.65	4934.8	4934.8	4878.7	4867.7	4773.7	4773.15	4661.3	4661.3	4606.3	4584.3	4449.52	4438.52	4383.52	4383.52	4289.52	4193	4192.06	4131.01	4131.01	4129.91	4060.01	3958.01	3848.01	3736.75	3736.75	3729.05	3618.5	3498.38	3497.12	3395.12	3340.12	3329.92	3274.92	3264.34	3208.79	3208.79	3170.79	3101.25	3007.25	2888.61	2888.61	2888.61	2833.61	2818.63	2763.63	2737.69	2643.69	2633.49	2564.77	2436.75	2317.49	2250.69	2195.69	2101.69	1999.69	1999.69	1944.69	1889.69	1878.39	1878.39	1822.45	1808.57	1706.57	1651.57	1596.57	1563.57	1508.57	1401.87
"28"	4876.04	4876.04	4876.04	4662.09	4229.07	4227.89	4021.69	4021.69	3780.27	3512.75	3228.75	3228.75	3228.2	3228.2	3227.65	3222.15	3222.15	3205.27	3205.27	3090.45	3089.27	2968.27	2968.27	2968.27	2967.72	2967.17	2801.23	2801.23	2621.79	2621.79	2389.09	2388.15	2386.89	2386.34	2385.24	2290.14	2290.14	2290.14	2179.59	2179.04	2178.49	2178.49	2178.49	2178.49	2177.23	2177.23	2176.68	2176.68	2120.5	1998.4	1998.4	1849.4	1828.06	1822.56	1821.46	1765.36	1758.84	1758.84	1542.44	1541.34	1535.29	1367.95	1367.95	1356.4	1301.4	969.64	969.64	840.18	4877.3	4876.04	4870.54	4865.04	4673.64	4662.64	4340.09	4340.09	4217.69	4016.19	4016.19	4003.49	4003.49	4003.49	3781.29	3780.27	3780.27	3774.77	3763.77	3763.77	3698.57	3513.77	3457.75	3228.2	3222.15	3216.65	3216.65	3206.45	3205.27	3193.47	2968.27	2968.27	2968.27	2968.27	2968.27	2677.73	2609.09	2290.14	2290.14	2178.49	2177.23	2177.23	2177.23	2109.5	1838.4	1829	1822.56	1759.86	1747.84	1636.44	1542.44	1535.84	1423.89	1423.89	1356.95	1301.4	1301.4	981.9	970.9	969.64	959.44	959.44	779.68	774.18	672.18	568.53	568.53	279.69	4890	4810.04	4810.04	4683.04	4552.09	4458.09	4340.09	4285.09	4230.09	4217.69	4217.69	4115.69	4021.69	4016.19	3901.49	3791.49	3791.49	3708.77	3643.57	3525.57	3457.75	3330.75	3228.75	3228.2	3205.27	3091.47	3090.45	3090.45	3090.45	3034.27	2979.27	2968.27	2857.17	2802.17	2801.23	2683.23	2622.73	2621.79	2621.79	2507.09	2389.09	2389.09	2389.09	2291.24	2180.14	2121.68	2054.5	1999.5	1943.4	1849.4	1838.4	1766.46	1645.84	1542.44	1433.29	1368.89	1301.4	1301.4	1301.4	1207.4	1152.4	1042.4	1042.4	987.4	841.44	785.18	672.18	672.18
"29"	4999.06	4877.51	4758.33	4636.39	4636.39	4514.84	4514.84	4503.84	4448.84	4382.84	4264.84	4127.89	4032.79	3905.19	3888.14	3887.59	3887.59	3887.04	3701.44	3700.89	3700.34	3477.34	3361.29	3354.85	3354.85	3343.63	3343.08	3342.53	3341.43	3340.88	3275.54	3274.99	3273.89	3154.29	2991.79	2925.24	2761.72	2751.77	2751.22	2730.02	2729	2534.95	2071.45	2059.9	2059.35	1650.4	1650.4	1650.4	1649.85	1406.85	1406.3	1350.75	1344.23	1288.21	1222.07	1111.52	1100.77	1094.72	1094.17	1038.15	1038.15	1038.15	1038.15	1037.05	856.1	741.15	685.6	614.9	4999.06	4938.56	4933.06	4752.83	4637.33	4520.89	4515.39	4509.34	4503.84	4448.84	4388.34	4382.84	4255.44	4033.89	3911.79	3906.29	3906.29	3899.69	3888.69	3881.54	3870.54	3865.04	3865.04	3859.54	3859.54	3689.34	3634.34	3634.34	3361.84	3355.79	3344.65	3343.63	3285.88	3276.48	3268.39	3155.39	3052.29	3046.79	2936.79	2925.79	2762.74	2752.32	2751.22	2741.02	2730.02	2723.5	2374.95	2369.45	2060.45	1998.85	1993.35	1987.85	1711.45	1705.95	1650.4	1650.4	1555.85	1345.25	1233.21	1223.01	1101.32	1095.27	1038.15	1031.55	1022.15	917.15	911.65	846.7	4999.06	4944.06	4938.56	4878.06	4759.51	4642.83	4526.39	4514.84	4514.84	4448.84	4393.84	4264.84	4128.44	4033.89	4033.89	4033.89	3977.79	3922.79	3888.69	3870.54	3757.54	3702.54	3634.34	3634.34	3532.34	3477.34	3367.34	3361.84	3285.88	3276.48	3275.54	3166.39	3052.29	3052.29	3052.29	2991.79	2936.79	2823.24	2768.24	2629.5	2535.5	2440.95	2385.95	2314.45	2220.45	2165.45	2165.45	2071.45	2071.45	2004.35	2004.35	1932.85	1822.85	1720.85	1720.85	1650.95	1650.4	1555.85	1461.85	1406.85	1351.3	1289.23	1233.21	1112.07	1100.77	1039.17	928.15	856.65
"30"	4990.6	4984.16	4973.74	4972.64	4972.64	4917.64	4917.64	4639.64	4572.62	4566.02	4449.5	4393.95	4393.01	4392.46	4380.44	4364.19	4363.17	4236.67	4236.12	4235.57	4235.02	4234.08	4202.68	3943.13	3942.58	3942.03	3935.51	3868.96	3868.41	3672.81	3430.26	3335.71	3151.46	2980.41	2980.41	2979.86	2979.86	2978.92	2973.42	2972.32	2878.32	2877.3	2877.3	2867.35	2867.35	2856.69	2642.19	2517.29	2511.24	2494.44	2493.89	2483.94	2473.6	2436.15	2281.65	2186.55	2180.5	2180.5	2074.95	2064.2	2063.26	2062.71	1960.16	1865.06	1853.51	1852.33	1846.28	1703.44	4990.6	4985.1	4974.76	4862.64	4645.14	4639.64	4573.64	4567.12	4566.02	4450.52	4386.96	4381.46	4380.44	4370.24	4364.74	4357.67	4297.17	4291.67	4236.12	4223.08	4223.08	4213.68	4202.68	3936.53	3930.01	3930.01	3869.51	3859.01	3853.51	3688.51	3683.01	3672.81	3672.81	3667.31	3656.31	3656.31	3601.31	3540.81	3336.26	3336.26	3325.51	3320.01	3314.51	3309.01	3152.01	3035.96	2980.41	2973.42	2867.9	2857.95	2847.29	2643.29	2632.79	2517.29	2511.79	2501.04	2495.54	2484.49	2484.49	2474.54	2463.4	2463.4	2457.9	2447.7	2442.2	2436.7	2336.65	2181.05	5000	4973.74	4917.64	4862.64	4862.64	4862.64	4752.64	4650.64	4584.64	4573.64	4511.02	4456.02	4394.5	4393.01	4302.67	4236.67	4223.08	4213.68	4202.68	4108.68	4053.68	3998.68	3943.68	3875.01	3868.96	3743.51	3688.51	3672.81	3672.81	3601.31	3546.31	3485.81	3430.81	3336.26	3336.26	3336.26	3336.26	3314.51	3314.51	3314.51	3254.01	3152.01	3096.46	3041.46	3035.96	2980.96	2980.41	2980.41	2979.86	2979.86	2878.32	2856.69	2737.29	2643.29	2522.79	2511.24	2501.04	2463.4	2442.2	2342.15	2281.65	2187.65	2180.5	2086.5	2064.75	2063.26	1960.71	1866.16
"31"	4998.74	4998.74	4992.14	4990.96	4990.41	4989.39	4895.39	4895.39	4786.63	4786.63	4786.63	4668.63	4391.83	4391.83	4335.57	4335.57	3746.57	3630.52	3617.27	3428.83	3427.65	3422.15	3420.89	3414.21	3413.27	3195.77	2723.75	2723.75	2605.75	2605.75	2599.07	2588.65	2473.15	2472.13	2471.58	2342.36	2341.42	1979.52	1979.52	1978.42	1956.42	1949.9	1831.9	1830.88	1820.68	1819.66	1808.11	1808.11	1605.67	1495.67	1482.97	1470.27	1464.77	1463.83	1463.83	1463.83	1463.83	1463.83	1232.61	1221.23	1220.29	1219.19	1219.19	1217.93	1207.35	1206.17	1132.97	1038.97	4993.24	4787.89	4786.63	4402.83	4397.33	4391.83	4391.83	3978.57	3752.07	3746.57	3631.07	3630.52	3617.82	3429.77	3428.83	3422.15	3415.39	3407.77	3096.27	3090.77	2967.27	2851.77	2724.77	2605.75	2600.25	2589.67	2588.65	2583.15	2461.38	2461.38	2461.38	2223.42	1988.92	1988.92	1979.52	1979.52	1979.52	1978.42	1966.62	1966.62	1956.42	1950.92	1831.9	1831.9	1831.9	1820.68	1808.66	1802.61	1708.61	1708.61	1482.97	1470.27	1470.27	1464.77	1463.83	1453.63	1233.63	1222.41	1220.29	1208.53	1193.47	1132.97	1132.97	1033.47	921.82	809.62	707.62	707.62	4895.39	4793.39	4786.63	4786.63	4668.63	4668.63	4668.63	4541.63	4541.63	4541.63	4414.63	4391.83	4391.83	4336.83	4225.57	4107.57	3989.57	3989.57	3884.57	3884.57	3757.57	3636.57	3617.82	3490.27	3490.27	3435.27	3420.89	3289.77	3195.77	3101.77	3101.77	3096.27	2972.77	2857.27	2724.77	2724.77	2605.75	2589.67	2588.65	2583.15	2473.15	2343.38	2223.42	2096.42	1994.42	1988.92	1979.52	1978.42	1956.42	1831.9	1808.11	1708.61	1606.61	1495.67	1482.97	1482.97	1463.83	1453.63	1335.63	1233.63	1233.63	1220.29	1193.47	1193.47	1138.47	1038.97	1032.92	922.92
"32"	4998.98	4998.43	4997.49	4997.49	4996.39	4995.84	4995.84	4893.29	4893.29	4822.84	4596.29	4482.19	4366.69	4365.67	4364.73	4309.18	4237.68	4019.16	4019.16	4019.16	3952.61	3951.59	3950.65	3894.63	3894.08	3893.53	3811.28	3615.93	3554.88	3477.74	3476.72	3476.17	3381.15	3380.05	3369.05	3093.41	3092.31	2976.81	2876.76	2810.76	2809.74	2529.24	2462.69	2462.14	2307.09	2307.09	2199.04	2078.29	2052.39	1838.99	1667.94	1273.04	1272.1	1262.15	1261.05	1259.95	1253.9	1253.35	1182.9	1177.4	1167.2	1047	917.65	670.15	669.6	669.05	668.03	666.93	4995.84	4893.29	4828.89	4823.39	4811.84	4696.34	4690.84	4690.84	4690.84	4690.84	4483.29	4483.29	4366.69	4303.68	4243.18	4237.68	4135.68	4130.18	4075.18	3953.16	3950.65	3828.33	3822.83	3817.33	3811.83	3801.08	3736.68	3671.48	3610.43	3499.88	3488.88	3478.68	3374.55	3369.05	3358.85	3094.35	3086.81	2882.81	2882.81	2877.31	2871.26	2865.76	2639.24	2518.24	2307.64	2301.59	2133.84	2078.29	2067.29	2061.79	2061.79	2052.39	1932.99	1668.49	1381.94	1372.54	1367.04	1273.04	1262.7	1254.45	1247.85	1192.85	1183.45	1177.4	1167.2	1047	927.6	918.2	4893.84	4838.29	4823.39	4811.84	4701.84	4596.84	4494.29	4372.19	4309.73	4248.68	4248.68	4237.68	4237.68	4135.68	4075.18	4020.18	3964.16	3953.16	3895.65	3894.08	3893.53	3893.53	3838.53	3817.33	3746.08	3681.68	3616.48	3555.43	3499.88	3382.17	3248.85	3154.85	3099.85	3031.81	2976.81	2882.81	2871.26	2810.76	2754.74	2754.74	2699.74	2644.74	2529.24	2463.24	2368.14	2313.14	2199.59	2199.04	2144.04	2078.84	2052.39	1942.39	1838.99	1783.99	1673.99	1612.94	1510.94	1392.94	1273.04	1262.15	1259.95	1192.85	1177.4	1057.2	1047	1047	992	937
"33"	4999.45	4998.35	4925.91	4924.73	4686.53	4686.53	4685.98	4571.8	4329	4245.46	4142.2	4128.48	3907.93	3851.91	3851.91	3851.36	3741.36	3741.36	3741.36	3571.16	3571.16	3516.16	3300.94	3299.76	3243.66	3187.72	3176.72	3176.72	3164.92	3164.92	2944.92	2944.92	2888.66	2888.66	2786.66	2785.48	2765.08	2763.82	2763.82	2436.32	2436.32	2426.12	2425.1	2424.08	2424.08	2413.58	2393.6	2282.34	2179.4	2178.3	2178.3	2178.3	2177.12	2176.02	2175	2173.98	2172.88	2032.66	2022.46	2022.46	1882.4	1627.46	1626.36	1504.56	1504.56	1468.16	1466.9	1267.6	4992.85	4981.85	4814.73	4686.53	4572.98	4559.1	4319.6	4306.9	4246.4	4246.4	4143.46	4129.5	3741.36	3741.36	3730.36	3730.36	3636.36	3636.36	3626.16	3571.16	3406.16	3301.96	3299.76	3243.66	3188.66	3188.66	3176.72	3164.92	3164.92	3164.92	2944.92	2775.28	2765.08	2669.82	2669.82	2551.82	2541.62	2541.62	2541.62	2541.62	2531.42	2426.12	2424.08	2424.08	2414.68	2404.18	2394.78	2176.02	2172.88	2054.88	2054.88	2044.68	2033.68	2022.46	2010.66	1614.56	1491.86	1479.16	1479.16	1468.16	1466.9	1268.7	1199.9	1187.2	1075.8	1075.8	882.8	817.38	4999.45	4981.85	4926.85	4814.73	4696.73	4583.98	4457.1	4330.1	4251.9	4143.46	4073.48	4018.48	3908.48	3852.93	3796.36	3741.36	3636.36	3571.16	3516.16	3516.16	3406.16	3406.16	3312.16	3244.76	3188.66	3188.66	3176.72	3164.92	3164.92	3046.92	2944.92	2944.92	2944.92	2889.92	2888.66	2786.66	2669.82	2669.82	2551.82	2541.62	2541.62	2541.62	2541.62	2531.42	2437.42	2425.1	2424.08	2424.08	2424.08	2424.08	2424.08	2283.6	2180.34	2178.3	2178.3	2054.88	2054.88	1883.66	1883.66	1755.4	1628.4	1504.56	1479.16	1372.9	1372.9	1278.9	1212.6	1085.2
"34"	4945	4879.66	4879.11	4878.01	4878.01	4877.46	4876.28	4875.73	4758.93	4574.38	4574.38	4449.7	4226.95	4226.4	3993.55	3992.29	3936.74	3935.48	3926.08	3768.53	3597.48	3597.48	3536.98	3536.98	3467.08	3466.53	3465.51	3464.96	3320.11	3319.01	3318.46	3317.2	3316.65	3200.05	3076.55	3009.2	2947.68	2892.68	2881.93	2881.38	2825.36	2819.31	2818.76	2647.08	2536.53	2412.48	2236.73	2225.98	2164.93	2164.38	2163.83	2162.89	2054.21	1998.66	1876.56	1876.56	1716.01	1714.75	1548.73	1493.18	1487.13	1487.13	1422.18	1155.38	1031.88	1025.83	1025.83	1006.53	4945	4935.6	4878.01	4776.23	4764.43	4758.93	4753.43	4747.93	4568.88	4295.2	4295.2	4240.2	4227.5	4220.9	4209.1	4203.6	3994.1	3936.74	3926.08	3763.03	3591.98	3472.58	3467.08	3467.08	3467.08	3453.16	3326.16	3320.66	3201.15	3076.55	3076.55	3076.55	3009.75	3003.7	2882.48	2826.38	2819.86	2703.26	2531.03	2531.03	2237.28	2226.53	2225.98	2165.48	2163.83	2055.39	1998.66	1987.66	1987.66	1871.06	1865.56	1865.56	1714.75	1604.75	1487.68	1432.13	1422.73	1422.18	1230.78	1170.28	1170.28	1164.78	1155.38	1031.88	1026.38	1020.33	1020.33	1007.63	4945	4945	4880.6	4781.73	4629.93	4574.93	4574.93	4450.88	4355.7	4300.7	4240.2	4093.6	3999.6	3937.29	3926.08	3871.08	3769.08	3768.53	3708.03	3598.03	3536.98	3481.98	3326.16	3206.65	3200.05	3082.05	3021.55	3003.7	2948.7	2892.68	2881.38	2826.38	2819.86	2819.31	2708.76	2708.76	2703.26	2648.26	2537.08	2413.03	2413.03	2357.48	2302.48	2302.48	2247.48	2170.98	2060.89	1999.21	1932.66	1877.66	1771.56	1716.56	1659.75	1604.75	1549.75	1549.75	1549.75	1493.73	1487.68	1432.13	1367.18	1240.18	1175.78	1037.38	950.98	895.98	793.43	666.43
